index,source.ip,destination.ip,source.port,destination.port,network.protocol,network.transport,Argus.transaction.state,count_z_score
95,*,149.171.126.9,*,6881,unknown,tcp,*,[0.8659274523664539]
96,*,149.171.126.9,*,80,http,tcp,*,[2.3265708351648]
97,*,192.168.241.50,*,52233,unknown,icmp,*,[10]
98,*,224.0.0.5,*,0,unknown,ospf,*,[9.197795796483641]
99,*,149.171.126.0,*,?,unknown,tcp,*,[10]
100,*,149.171.126.0,*,?,unknown,udp,*,[10]
101,*,149.171.126.1,*,?,unknown,tcp,*,[10]
102,*,149.171.126.1,*,?,unknown,udp,*,[10]
103,*,?,*,?,?,?,*,[7.8501026979734245]
104,*,?,*,179,unknown,tcp,*,[0]
105,*,?,*,21,ftp,tcp,*,[1.4292044725539321]
106,*,?,*,53,dns,udp,*,[1.858910299797421]
107,*,?,*,80,http,tcp,*,[4.877166031581217]
108,*,149.171.126.14,*,?,unknown,tcp,*,[2.5475388992806565]
109,*,149.171.126.15,*,?,unknown,tcp,*,[10]
110,*,149.171.126.19,*,?,unknown,tcp,*,[0.07538006070530999]
111,*,149.171.126.2,*,?,unknown,udp,*,[10]
112,*,149.171.126.2,*,?,unknown,tcp,*,[10]
113,*,149.171.126.3,*,?,unknown,udp,*,[10]
114,*,149.171.126.3,*,?,unknown,tcp,*,[10]
115,*,149.171.126.4,*,?,unknown,tcp,*,[10]
116,*,149.171.126.4,*,?,unknown,udp,*,[10]
117,*,149.171.126.5,*,?,unknown,tcp,*,[10]
118,*,149.171.126.5,*,?,unknown,udp,*,[10]
119,*,149.171.126.6,*,?,unknown,tcp,*,[10]
120,*,149.171.126.6,*,?,unknown,udp,*,[10]
121,*,149.171.126.7,*,?,unknown,tcp,*,[10]
122,*,149.171.126.7,*,?,unknown,udp,*,[10]
123,*,149.171.126.8,*,?,unknown,tcp,*,[10]
124,*,149.171.126.8,*,?,unknown,udp,*,[10]
125,*,149.171.126.9,*,?,unknown,tcp,*,[10]
126,*,149.171.126.9,*,?,unknown,udp,*,[10]
