index,source.ip,destination.ip,source.port,destination.port,network.protocol,network.transport,Argus.transaction.state,count_z_score
41,*,149.171.126.3,*,*,unknown,tcp,*,[0.14819407573218354]
42,*,149.171.126.3,*,*,unknown,udp,*,[0.007750075321410766]
43,*,149.171.126.4,*,*,dns,udp,*,[1.0238117020521167]
44,*,149.171.126.4,*,*,ftp,tcp,*,[0.7923608291868519]
45,*,149.171.126.4,*,*,http,tcp,*,[0.9893933480022901]
46,*,149.171.126.4,*,*,smtp,tcp,*,[0]
47,*,149.171.126.4,*,*,ssh,tcp,*,[1.2113349331964411]
48,*,149.171.126.4,*,*,unknown,tcp,*,[0.06587946040080593]
49,*,149.171.126.4,*,*,unknown,udp,*,[0]
50,*,149.171.126.5,*,*,dns,udp,*,[0.827038852783805]
51,*,149.171.126.5,*,*,ftp,tcp,*,[1.9474520942613]
52,*,149.171.126.5,*,*,http,tcp,*,[1.88599276600926]
53,*,149.171.126.5,*,*,smtp,tcp,*,[0.6461772375809912]
54,*,149.171.126.5,*,*,ssh,tcp,*,[1.006043490296233]
55,*,149.171.126.5,*,*,unknown,tcp,*,[1.371892923331775]
56,*,149.171.126.5,*,*,unknown,udp,*,[0.8044450953103102]
57,*,149.171.126.6,*,*,dns,udp,*,[1.6455374612927627]
58,*,149.171.126.6,*,*,ftp,tcp,*,[0]
59,*,149.171.126.6,*,*,http,tcp,*,[1.2608850989057627]
60,*,149.171.126.6,*,*,smtp,tcp,*,[0.07231310663332946]
61,*,149.171.126.6,*,*,ssh,tcp,*,[1.1078574628453235]
62,*,149.171.126.6,*,*,unknown,tcp,*,[0]
63,*,149.171.126.6,*,*,unknown,udp,*,[0]
64,*,149.171.126.7,*,*,dns,udp,*,[0.025996649436708662]
65,*,149.171.126.7,*,*,ftp,tcp,*,[0]
66,*,149.171.126.7,*,*,http,tcp,*,[2.6181103829623282]
67,*,149.171.126.7,*,*,smtp,tcp,*,[0.9340042571072403]
68,*,149.171.126.7,*,*,ssh,tcp,*,[0.4938178413016237]
69,*,149.171.126.7,*,*,unknown,tcp,*,[1.1790229787665956]
70,*,149.171.126.7,*,*,unknown,udp,*,[0.563619647260393]
71,*,149.171.126.8,*,*,dns,udp,*,[1.257745330946112]
72,*,149.171.126.8,*,*,ftp,tcp,*,[0]
73,*,149.171.126.8,*,*,http,tcp,*,[1.0759429262477451]
74,*,149.171.126.8,*,*,smtp,tcp,*,[0.9693658293093829]
75,*,149.171.126.8,*,*,ssh,tcp,*,[0.2459794807303862]
76,*,149.171.126.8,*,*,unknown,tcp,*,[0]
77,*,149.171.126.8,*,*,unknown,udp,*,[0]
78,*,149.171.126.9,*,*,dns,udp,*,[0.789580883617326]
79,*,149.171.126.9,*,*,ftp,tcp,*,[0]
80,*,149.171.126.9,*,*,http,tcp,*,[2.3265708351648]
81,*,149.171.126.9,*,*,smtp,tcp,*,[1.0073850033342595]
82,*,149.171.126.9,*,*,ssh,tcp,*,[1.1630427652021784]
83,*,149.171.126.9,*,*,unknown,tcp,*,[0]
84,*,149.171.126.9,*,*,unknown,udp,*,[0]
85,*,192.168.241.50,*,*,unknown,icmp,*,[10]
86,*,224.0.0.5,*,*,unknown,ospf,*,[9.197795796483641]
87,*,?,*,*,dns,udp,*,[1.8677438870798475]
88,*,?,*,*,ftp,tcp,*,[10]
89,*,149.171.126.10,*,*,?,tcp,*,[10]
90,*,?,*,*,http,tcp,*,[5.021531114026705]
91,*,?,*,*,?,?,*,[9.755913443337048]
92,*,?,*,*,unknown,icmp,*,[10]
93,*,149.171.126.10,*,*,unknown,?,*,[0.9067067998562978]
94,*,?,*,*,unknown,udp,*,[2.2077815614177454]
95,*,149.171.126.11,*,*,?,tcp,*,[0.27547544403654584]
96,*,149.171.126.11,*,*,unknown,?,*,[0.2233439077724915]
97,*,149.171.126.12,*,*,?,tcp,*,[3.1521344800386015]
98,*,149.171.126.12,*,*,unknown,?,*,[1.3594695198318578]
99,*,149.171.126.13,*,*,?,tcp,*,[3.313711549965169]
100,*,149.171.126.13,*,*,unknown,?,*,[0]
101,*,149.171.126.14,*,*,?,tcp,*,[10]
102,*,149.171.126.14,*,*,unknown,?,*,[3.0345781018325266]
103,*,149.171.126.15,*,*,?,tcp,*,[9.73407046027833]
104,*,149.171.126.15,*,*,unknown,?,*,[0.4549430940209691]
105,*,149.171.126.16,*,*,?,tcp,*,[10]
106,*,149.171.126.16,*,*,unknown,?,*,[0]
107,*,149.171.126.17,*,*,?,tcp,*,[4.012576068210588]
108,*,149.171.126.17,*,*,unknown,?,*,[3.37142624340567]
109,*,149.171.126.18,*,*,?,tcp,*,[2.2361222739473856]
110,*,149.171.126.18,*,*,unknown,?,*,[10]
111,*,149.171.126.19,*,*,?,tcp,*,[0]
112,*,149.171.126.19,*,*,unknown,?,*,[7.838806209686361]
113,*,?,*,*,unknown,tcp,*,[1.182165609358651]
