cell_model_index,source.ip,destination.ip,source.port,destination.port,network.protocol,network.transport,Argus.transaction.state,count_z_score_mean,count_z_score_standard_deviation,count_z_score_constant_score
57,*,*,?,*,?,*,?,9035.444444444445,950.1781834197803,
58,*,*,?,*,*,?,?,2899.722222222222,290.53318906902405,
59,*,*,*,?,?,?,*,0.16666666666666666,0.49999999999999994,
60,*,*,*,?,?,*,?,0.16666666666666666,0.49999999999999994,
61,*,*,*,?,*,?,?,22.166666666666668,22.490121288146838,
62,*,*,*,*,?,?,?,,,10.0
63,?,?,?,?,*,*,*,34068.27777777778,6294.794796810346,
64,?,?,?,*,?,*,*,34068.11111111111,6294.635078019384,
65,?,?,?,*,*,?,*,34068.27777777778,6294.794796810346,
66,?,?,?,*,*,*,?,34068.27777777778,6294.794796810346,
67,?,?,*,?,?,*,*,7486.944444444444,5759.787645316084,
68,?,?,*,?,*,?,*,7487.111111111111,5759.897268459732,
69,?,?,*,?,*,*,?,7487.111111111111,5759.897268459732,
70,?,?,*,*,?,?,*,7036.833333333333,5713.865798311254,
71,?,?,*,*,?,*,?,7141.055555555556,5779.485746752352,
72,?,?,*,*,*,?,?,7066.055555555556,5767.391105480905,
73,?,*,?,?,?,*,*,8157.833333333333,5755.896245011139,
74,?,*,?,?,*,?,*,8158.666666666667,5755.702360847603,
75,?,*,?,?,*,*,?,8157.833333333333,5755.896245011139,
76,?,*,?,*,?,?,*,8158.055555555556,5755.090292488152,
77,?,*,?,*,?,*,?,8157.277777777777,5755.311448330485,
78,?,*,?,*,*,?,?,8158.111111111111,5755.117624909434,
79,?,*,*,?,?,?,*,16.22222222222222,21.79081242571831,
80,?,*,*,?,?,*,?,132.11111111111111,181.3835374402015,
81,?,*,*,?,*,?,?,133.77777777777777,181.20570127024013,
82,?,*,*,*,?,?,?,16.38888888888889,19.061709404775293,
83,*,?,?,?,?,*,*,8152.777777777777,5741.466484711178,
84,*,?,?,?,*,?,*,8153.777777777777,5741.082549441888,
85,*,?,?,?,*,*,?,8152.777777777777,5741.466484711178,
86,*,?,?,*,?,?,*,8153.111111111111,5740.919631023983,
87,*,?,?,*,?,*,?,8152.166666666667,5741.306009475931,
88,*,?,?,*,*,?,?,8153.166666666667,5740.922053797436,
89,*,?,*,?,?,?,*,378.8333333333333,229.57236815919777,
90,*,?,*,?,?,*,?,380.5,231.50383966098227,
91,*,?,*,?,*,?,?,380.55555555555554,230.20768937399458,
92,*,?,*,*,?,?,?,18.055555555555557,18.243635792066783,
93,*,*,?,?,?,?,*,617.0555555555555,125.83784637479661,
94,*,*,?,?,?,*,?,1272.6666666666667,166.03279461868036,
95,*,*,?,?,*,?,?,1272.5555555555557,166.07100965223756,
96,*,*,?,*,?,?,?,5083.5,618.845273248671,
97,*,*,*,?,?,?,?,22.27777777777778,22.389991701540705,
98,?,?,?,?,?,*,*,7196.333333333333,5706.365724152088,
99,?,?,?,?,*,?,*,7196.333333333333,5706.365724152088,
100,?,?,?,?,*,*,?,7196.333333333333,5706.365724152088,
101,?,?,?,*,?,?,*,7196.333333333333,5706.365724152088,
102,?,?,?,*,?,*,?,7196.333333333333,5706.365724152088,
103,?,?,?,*,*,?,?,7196.333333333333,5706.365724152088,
104,?,?,*,?,?,?,*,7410.111111111111,5713.220126152723,
105,?,?,*,?,?,*,?,7410.111111111111,5713.220126152723,
106,?,?,*,?,*,?,?,7410.333333333333,5713.141566209922,
107,?,?,*,*,?,?,?,7143.555555555556,5780.606813804453,
108,?,*,?,?,?,?,*,7156.388888888889,5713.0550023500155,
109,?,*,?,?,?,*,?,7155.555555555556,5713.253103503412,
110,?,*,?,?,*,?,?,7156.388888888889,5713.0550023500155,
111,?,*,?,*,?,?,?,7540.944444444444,5741.161249861701,
112,?,*,*,?,?,?,?,136.05555555555554,180.57515278262716,
113,*,?,?,?,?,?,*,7156.333333333333,5714.2431889290665,
114,*,?,?,?,?,*,?,7155.333333333333,5714.631270305685,
115,*,?,?,?,*,?,?,7156.333333333333,5714.2431889290665,
116,*,?,?,*,?,?,?,7553.888888888889,5727.896044689134,
117,*,?,*,?,?,?,?,383.55555555555554,232.2745555066298,
118,*,*,?,?,?,?,?,1266.888888888889,164.60420167746796,
119,?,?,?,?,?,?,*,7092.5,5705.8882671032625,
120,?,?,?,?,?,*,?,7092.5,5705.8882671032625,
121,?,?,?,?,*,?,?,7092.5,5705.8882671032625,
122,?,?,?,*,?,?,?,7128.777777777777,5705.039483314102,
123,?,?,*,?,?,?,?,7411.611111111111,5712.560460549375,
124,?,*,?,?,?,?,?,7151.611111111111,5713.0614884655015,
125,*,?,?,?,?,?,?,7151.555555555556,5714.251143921001,
126,?,?,?,?,?,?,?,7087.722222222223,5705.896509611357,
127,?,10.40.182.3,*,*,*,*,*,0.3888888888888889,0.5905636562630361,
128,10.40.182.3,?,*,*,*,*,*,0.3333333333333333,0.4714045207910317,
129,10.40.182.6,?,*,*,*,*,*,0.3888888888888889,0.5905636562630361,
130,10.40.85.1,?,*,*,*,*,*,0.6666666666666666,0.4714045207910317,
131,?,149.171.126.14,*,*,*,*,*,55.888888888888886,76.23202075016982,
132,175.45.176.0,?,*,*,*,*,*,183.0,225.95968175269184,
133,?,149.171.126.15,*,*,*,*,*,49.388888888888886,80.11043689036674,
134,?,149.171.126.10,*,*,*,*,*,44.666666666666664,84.55832963765965,
135,175.45.176.2,?,*,*,*,*,*,246.11111111111111,194.94070006853335,
136,?,149.171.126.19,*,*,*,*,*,91.88888888888889,147.76290651990396,
137,175.45.176.3,?,*,*,*,*,*,208.38888888888889,201.76723081833373,
138,?,*,0,*,*,*,*,1.8888888888888888,1.5595187608464667,
139,10.40.182.6,*,?,*,*,*,*,0.8888888888888888,1.4865653511399615,
140,10.40.85.1,*,?,*,*,*,*,0.6666666666666666,0.4714045207910317,
141,10.40.85.10,*,?,*,*,*,*,7.388888888888889,9.24445112179246,
142,?,*,2048,*,*,*,*,3.1666666666666665,1.3017082793177759,
143,?,*,*,0,*,*,*,61.55555555555556,139.16306271669706,
144,10.40.182.6,*,*,?,*,*,*,1.1111111111111112,1.6629588385661962,
145,10.40.85.10,*,*,?,*,*,*,0.16666666666666666,0.6871842709362769,
146,?,*,*,52233,*,*,*,0.1111111111111111,0.31426968052735443,
147,?,*,*,53,*,*,*,6491.944444444444,5706.395188949774,
148,175.45.176.0,*,*,?,*,*,*,154.38888888888889,171.459142813444,
149,175.45.176.1,*,*,?,*,*,*,43.0,54.591411615951294,
150,?,*,*,520,*,*,*,101.16666666666667,156.06702619921563,
151,?,*,*,514,*,*,*,14.5,14.154897071724369,
152,175.45.176.2,*,*,?,*,*,*,160.11111111111111,172.894922773885,
153,?,*,*,445,*,*,*,44.888888888888886,101.51786317298978,
154,175.45.176.3,*,*,?,*,*,*,110.0,163.08143841515366,
155,?,*,*,80,*,*,*,43.111111111111114,110.32018496121435,
156,59.166.0.0,*,*,?,*,*,*,1100.7222222222222,104.45988361065035,
157,?,*,*,21,*,*,*,30.055555555555557,38.49887764918496,
158,?,*,*,22,*,*,*,1.6666666666666667,3.7267799624996494,
159,59.166.0.1,*,*,?,*,*,*,1121.0555555555557,102.4187874595836,
160,59.166.0.2,*,*,?,*,*,*,1119.888888888889,99.61475174607473,
161,59.166.0.3,*,*,?,*,*,*,1102.0555555555557,94.54186152306772,
162,59.166.0.4,*,*,?,*,*,*,1138.388888888889,103.12621117882091,
163,59.166.0.5,*,*,?,*,*,*,1110.6666666666667,99.41048458007056,
164,59.166.0.6,*,*,?,*,*,*,1063.611111111111,91.39057749199853,
165,59.166.0.7,*,*,?,*,*,*,1077.888888888889,97.37435715884735,
166,59.166.0.8,*,*,?,*,*,*,1067.111111111111,75.44599900214789,
167,59.166.0.9,*,*,?,*,*,*,1096.1666666666667,86.7802140787608,
168,?,*,*,*,unknown,*,*,17.333333333333332,21.322914122292637,
169,?,*,*,*,dns,*,*,6491.833333333333,5706.303962870071,
170,175.45.176.0,*,*,*,?,*,*,17.833333333333332,27.83932071329647,
171,175.45.176.1,*,*,*,?,*,*,6.611111111111111,16.961193907429752,
172,175.45.176.2,*,*,*,?,*,*,45.333333333333336,110.94543203254874,
173,175.45.176.3,*,*,*,?,*,*,68.61111111111111,170.99354727555232,
174,?,*,*,*,ftp,*,*,28.61111111111111,34.59148721368194,
175,?,*,*,*,http,*,*,101.94444444444444,192.89993727958839,
176,?,*,*,*,ssh,*,*,3.6666666666666665,10.734161458736413,
177,?,*,*,*,*,arp,*,0.3888888888888889,0.5905636562630361,
178,?,*,*,*,*,udp,*,4224.555555555556,5561.596046122634,
179,10.40.182.6,*,*,*,*,?,*,0.3888888888888889,0.5905636562630361,
180,10.40.85.1,*,*,*,*,?,*,2.7777777777777777,2.3227272178185414,
181,10.40.85.10,*,*,*,*,?,*,0.5,2.0615528128088303,
182,?,*,*,*,*,icmp,*,3.7777777777777777,1.4740554623801778,
183,149.171.126.14,*,*,*,*,?,*,0.3333333333333333,0.816496580927726,
184,?,*,*,*,*,tcp,*,3.2777777777777777,3.1938405226232915,
185,175.45.176.0,*,*,*,*,?,*,1.1111111111111112,1.0999438818457405,
186,175.45.176.1,*,*,*,*,?,*,1.0555555555555556,1.2234841969747356,
187,175.45.176.2,*,*,*,*,?,*,0.8888888888888888,0.8089010988089465,
188,175.45.176.3,*,*,*,*,?,*,1.5,1.6414763002993509,
189,?,*,*,*,*,*,INT,4215.666666666667,5557.661998438632,
190,?,*,*,*,*,*,CON,123.66666666666667,183.5988985684706,
191,10.40.182.1,*,*,*,*,*,?,3756.6111111111113,5546.055987405113,
192,?,*,*,*,*,*,REQ,71.61111111111111,125.26112232225967,
193,10.40.85.1,*,*,*,*,*,?,1.5,0.6871842709362768,
194,10.40.85.10,*,*,*,*,*,?,21.0,86.58521813797087,
195,?,*,*,*,*,*,ECO,2.1666666666666665,1.3844373104863459,
196,149.171.126.14,*,*,*,*,*,?,2.5555555555555554,6.751314458205916,
197,?,*,*,*,*,*,FIN,2.888888888888889,2.664350846284844,
198,175.45.176.0,*,*,*,*,*,?,54.72222222222222,115.57047179369513,
199,175.45.176.1,*,*,*,*,*,?,5.666666666666667,11.775681155103797,
200,175.45.176.2,*,*,*,*,*,?,69.16666666666667,156.09834862817877,
201,175.45.176.3,*,*,*,*,*,?,56.5,124.61150740512602,
202,59.166.0.4,*,*,*,*,*,?,0.4444444444444444,1.8324913891634047,
203,*,?,0,*,*,*,*,1.8333333333333333,1.3437096247164249,
204,*,?,2048,*,*,*,*,3.1666666666666665,1.3017082793177759,
205,*,192.168.241.50,?,*,*,*,*,0.16666666666666666,0.6871842709362769,
206,*,?,*,0,*,*,*,3.2777777777777777,1.4065543223524624,
207,*,?,*,53,*,*,*,3726.277777777778,5662.792516904197,
208,*,149.171.126.0,*,?,*,*,*,1112.8333333333333,97.2963685516234,
209,*,?,*,21,*,*,*,23.944444444444443,32.92663937068151,
210,*,?,*,22,*,*,*,2.0555555555555554,4.789713772731242,
211,*,?,*,80,*,*,*,116.38888888888889,188.4218490777451,
212,*,149.171.126.1,*,?,*,*,*,1129.9444444444443,74.115129826074,
213,*,?,*,179,*,*,*,226.77777777777777,192.55376033015807,
214,*,149.171.126.14,*,?,*,*,*,40.833333333333336,70.74936199162663,
215,*,149.171.126.15,*,?,*,*,*,42.166666666666664,80.49102779537328,
216,*,149.171.126.19,*,?,*,*,*,91.88888888888889,166.30356743981733,
217,*,149.171.126.2,*,?,*,*,*,1114.7222222222222,86.885496523717,
218,*,149.171.126.3,*,?,*,*,*,1117.0,94.52101471219098,
219,*,149.171.126.4,*,?,*,*,*,1116.7222222222222,109.7101259155009,
220,*,149.171.126.5,*,?,*,*,*,1123.388888888889,106.35221299943194,
221,*,149.171.126.6,*,?,*,*,*,1095.611111111111,87.40018998764559,
222,*,149.171.126.7,*,?,*,*,*,1070.888888888889,88.30998992745755,
223,*,149.171.126.8,*,?,*,*,*,1048.611111111111,90.20294334252249,
224,*,149.171.126.9,*,?,*,*,*,1067.8333333333333,93.62172706043067,
225,*,175.45.176.1,*,?,*,*,*,1.0,1.5275252316519468,
226,*,?,*,52233,*,*,*,0.1111111111111111,0.31426968052735443,
227,*,192.168.241.50,*,?,*,*,*,0.16666666666666666,0.6871842709362769,
228,*,?,*,*,unknown,*,*,5.277777777777778,2.744804294896806,
229,*,?,*,*,dns,*,*,3726.1666666666665,5662.865600167071,
230,*,?,*,*,ftp,*,*,24.0,33.00673331980074,
231,*,?,*,*,http,*,*,101.88888888888889,192.92597569732652,
232,*,?,*,*,ssh,*,*,1.6666666666666667,3.7267799624996494,
233,*,149.171.126.10,*,*,?,*,*,6.0,16.121069719124996,
234,*,149.171.126.11,*,*,?,*,*,35.833333333333336,131.28816905316842,
235,*,149.171.126.12,*,*,?,*,*,5.222222222222222,20.565763231252824,
236,*,149.171.126.14,*,*,?,*,*,2.888888888888889,5.414885747116092,
237,*,149.171.126.15,*,*,?,*,*,3.388888888888889,7.048552955425113,
238,*,149.171.126.16,*,*,?,*,*,0.7222222222222222,2.0764701767811955,
239,*,149.171.126.17,*,*,?,*,*,7.0,17.4451521441727,
240,*,149.171.126.18,*,*,?,*,*,6.0,17.4515201502779,
241,*,149.171.126.19,*,*,?,*,*,66.55555555555556,158.1641981620585,
242,*,175.45.176.0,*,*,?,*,*,1230.4444444444443,3512.910177271865,
243,*,175.45.176.1,*,*,?,*,*,2.111111111111111,3.331480966792211,
244,*,149.171.126.13,*,*,?,*,*,6.888888888888889,12.999525157519704,
245,*,?,*,*,*,arp,*,0.3333333333333333,0.4714045207910317,
246,*,?,*,*,*,udp,*,3921.777777777778,5611.712241727174,
247,*,?,*,*,*,tcp,*,3.1666666666666665,3.0230595245361758,
248,*,149.171.126.10,*,*,*,?,*,1133.3333333333333,2982.0540646414247,
249,*,149.171.126.11,*,*,*,?,*,754.9444444444445,2879.7608595202296,
250,*,149.171.126.12,*,*,*,?,*,20.61111111111111,58.6308023794176,
251,*,149.171.126.14,*,*,*,?,*,1059.6666666666667,4292.030068756638,
252,*,149.171.126.15,*,*,*,?,*,469.6111111111111,1901.3691890871369,
253,*,149.171.126.16,*,*,*,?,*,49.166666666666664,114.74137585602385,
254,*,149.171.126.17,*,*,*,?,*,9.555555555555555,13.479293676772954,
255,*,149.171.126.18,*,*,*,?,*,5.888888888888889,10.603400339769884,
256,*,149.171.126.19,*,*,*,?,*,2.5555555555555554,7.455216087651668,
257,*,175.45.176.1,*,*,*,?,*,1.2777777777777777,2.704020783030657,
258,*,?,*,*,*,icmp,*,12.777777777777779,17.516834935936327,
259,*,192.168.241.50,*,*,*,?,*,0.16666666666666666,0.6871842709362769,
260,*,149.171.126.13,*,*,*,?,*,30.555555555555557,79.65147848402664,
261,*,?,*,*,*,*,INT,3947.3888888888887,5580.649625057492,
262,*,?,*,*,*,*,CON,119.94444444444444,188.61143838950494,
263,*,?,*,*,*,*,FIN,2.9444444444444446,2.7982578354362286,
264,*,149.171.126.10,*,*,*,*,?,1126.4444444444443,2971.137253687031,
265,*,149.171.126.11,*,*,*,*,?,769.8333333333334,2873.837315622905,
266,*,149.171.126.12,*,*,*,*,?,21.38888888888889,55.65582617888554,
267,*,149.171.126.14,*,*,*,*,?,1058.1666666666667,4282.690279226105,
268,*,149.171.126.15,*,*,*,*,?,489.6111111111111,1898.3471798994246,
269,*,149.171.126.16,*,*,*,*,?,91.27777777777777,192.90838515141948,
270,*,149.171.126.17,*,*,*,*,?,12.833333333333334,17.22159497065627,
271,*,149.171.126.18,*,*,*,*,?,63.22222222222222,139.18834384289653,
272,*,149.171.126.19,*,*,*,*,?,3.0,7.393691004272944,
273,*,149.171.126.7,*,*,*,*,?,0.05555555555555555,0.2290614236454256,
274,*,149.171.126.8,*,*,*,*,?,0.3888888888888889,1.603429965517979,
275,*,175.45.176.1,*,*,*,*,?,1.2777777777777777,2.704020783030657,
276,*,?,*,*,*,*,ECO,18.944444444444443,44.052332795112655,
277,*,192.168.241.50,*,*,*,*,?,0.16666666666666666,0.6871842709362769,
278,*,?,*,*,*,*,REQ,71.55555555555556,125.28998462332727,
279,*,149.171.126.13,*,*,*,*,?,56.333333333333336,124.64794868392785,
280,*,*,?,0,*,*,*,1.4444444444444444,1.11665284679121,
281,*,*,0,?,*,*,*,0.2222222222222222,0.5328701692569688,
282,*,*,?,53,*,*,*,5199.277777777777,306.9214169341063,
283,*,*,1043,?,*,*,*,0.7777777777777778,0.7114582486036499,
284,*,*,?,48879,*,*,*,0.3333333333333333,0.5773502691896257,
285,*,*,2048,?,*,*,*,1.0,1.1055415967851334,
286,*,*,?,52233,*,*,*,0.1111111111111111,0.31426968052735443,
287,*,*,47439,?,*,*,*,0.3888888888888889,0.8258927081843614,
288,*,*,?,*,unknown,*,*,17152.055555555555,1226.4457442464575,
289,*,*,?,*,dns,*,*,5199.222222222223,306.9521416832771,
290,*,*,1043,*,?,*,*,0.7777777777777778,0.7114582486036499,
291,*,*,1944,*,?,*,*,0.2777777777777778,0.44790320823880836,
292,*,*,2048,*,?,*,*,0.6111111111111112,0.8258927081843614,
293,*,*,47439,*,?,*,*,0.3888888888888889,0.8258927081843614,
294,*,*,5060,*,?,*,*,0.16666666666666666,0.49999999999999994,
295,*,*,0,*,*,?,*,1.6111111111111112,1.736499956454198,
296,*,*,?,*,*,udp,*,7705.777777777777,541.2021141819956,
297,*,*,1043,*,*,?,*,0.7777777777777778,0.7114582486036499,
298,*,*,?,*,*,tcp,*,19872.777777777777,1367.8097884150231,
299,*,*,1341,*,*,?,*,0.3888888888888889,0.5905636562630361,
300,*,*,?,*,*,icmp,*,2.111111111111111,1.559518760846467,
301,*,*,2048,*,*,?,*,1.0,1.1055415967851334,
302,*,*,47439,*,*,?,*,0.3333333333333333,0.816496580927726,
303,*,*,1301,*,*,?,*,0.3888888888888889,0.7556372504853025,
304,*,*,?,*,*,*,CON,7624.388888888889,524.5354705608985,
305,*,*,0,*,*,*,?,0.16666666666666666,0.37267799624996495,
306,*,*,?,*,*,*,INT,190.72222222222223,152.87569589395736,
307,*,*,?,*,*,*,REQ,71.55555555555556,125.28998462332727,
308,*,*,1043,*,*,*,?,1.0,0.6666666666666666,
309,*,*,?,*,*,*,FIN,19679.777777777777,1303.6364760654694,
310,*,*,1341,*,*,*,?,0.3888888888888889,0.5905636562630361,
311,*,*,2048,*,*,*,?,1.1666666666666667,1.118033988749895,
312,*,*,47439,*,*,*,?,0.4444444444444444,0.8958064164776166,
313,*,*,1301,*,*,*,?,0.3888888888888889,0.7556372504853025,
314,*,*,*,?,unknown,*,*,11235.888888888889,924.1381503799388,
315,*,*,*,21,?,*,*,0.16666666666666666,0.6871842709362769,
316,*,*,*,22,?,*,*,0.7222222222222222,1.3252067157640626,
317,*,*,*,25,?,*,*,0.16666666666666666,0.49999999999999994,
318,*,*,*,?,dns,*,*,0.05555555555555555,0.2290614236454256,
319,*,*,*,53,?,*,*,0.1111111111111111,0.3142696805273545,
320,*,*,*,?,http,*,*,0.2222222222222222,0.41573970964154905,
321,*,*,*,0,*,?,*,1.3333333333333333,1.2472191289246473,
322,*,*,*,?,*,udp,*,1166.888888888889,95.44625531848271,
323,*,*,*,?,*,tcp,*,10068.666666666666,873.5307028885069,
324,*,*,*,1723,*,?,*,0.05555555555555555,0.2290614236454256,
325,*,*,*,48879,*,?,*,0.16666666666666666,0.37267799624996495,
326,*,*,*,5190,*,?,*,0.05555555555555555,0.2290614236454256,
327,*,*,*,52233,*,?,*,0.1111111111111111,0.31426968052735443,
328,*,*,*,6881,*,?,*,0.05555555555555555,0.2290614236454256,
329,*,*,*,?,*,*,CON,1260.111111111111,216.55070971147433,
330,*,*,*,0,*,*,?,1.4444444444444444,1.11665284679121,
331,*,*,*,?,*,*,INT,2.5555555555555554,2.910177967490843,
332,*,*,*,?,*,*,REQ,71.55555555555556,125.28998462332727,
333,*,*,*,?,*,*,FIN,9904.777777777777,812.8326707369015,
334,*,*,*,143,*,*,?,0.5,1.4240006242195884,
335,*,*,*,1723,*,*,?,0.05555555555555555,0.2290614236454256,
336,*,*,*,179,*,*,?,0.2777777777777778,0.6502611061510903,
337,*,*,*,21,*,*,?,0.9444444444444444,2.3207331749117137,
338,*,*,*,22,*,*,?,2.5555555555555554,4.511986778721545,
339,*,*,*,25,*,*,?,0.1111111111111111,0.4581228472908512,
340,*,*,*,445,*,*,?,0.05555555555555555,0.2290614236454256,
341,*,*,*,48879,*,*,?,0.5,0.7637626158259734,
342,*,*,*,514,*,*,?,0.1111111111111111,0.4581228472908512,
343,*,*,*,5190,*,*,?,0.5555555555555556,1.3833221775543036,
344,*,*,*,520,*,*,?,0.7777777777777778,2.2249982660556427,
345,*,*,*,52233,*,*,?,0.1111111111111111,0.31426968052735443,
346,*,*,*,6881,*,*,?,0.3888888888888889,1.603429965517979,
347,*,*,*,80,*,*,?,9.777777777777779,21.87478394955036,
348,*,*,*,*,?,udp,*,0.2777777777777778,0.558326423395605,
349,*,*,*,*,unknown,?,*,1.5,1.2583057392117916,
350,*,*,*,*,?,*,CON,1.3333333333333333,2.4944382578492945,
351,*,*,*,*,?,*,INT,0.2777777777777778,0.558326423395605,
352,*,*,*,*,ftp,*,?,1.1111111111111112,2.536158269002962,
353,*,*,*,*,http,*,?,0.16666666666666666,0.49999999999999994,
354,*,*,*,*,smtp,*,?,0.05555555555555555,0.2290614236454256,
355,*,*,*,*,ssh,*,?,2.111111111111111,4.053652521545489,
356,*,*,*,*,unknown,*,?,12.555555555555555,21.73379913156828,
357,*,*,*,*,*,?,INT,1.5,1.2583057392117916,
358,*,*,*,*,*,icmp,?,1.7777777777777777,1.227262335243029,
359,*,*,*,*,*,?,REQ,58.833333333333336,129.28661097645718,
360,*,*,*,*,*,tcp,?,70.66666666666667,125.84381854770088,
361,?,10.40.182.3,0,*,*,*,*,0.3888888888888889,0.5905636562630361,
362,10.40.182.3,?,0,*,*,*,*,0.3333333333333333,0.4714045207910317,
363,10.40.85.10,192.168.241.50,?,*,*,*,*,0.16666666666666666,0.6871842709362769,
364,?,10.40.182.3,*,0,*,*,*,0.3888888888888889,0.5905636562630361,
365,10.40.182.3,?,*,0,*,*,*,0.3333333333333333,0.4714045207910317,
366,10.40.85.1,?,*,0,*,*,*,0.6666666666666666,0.4714045207910317,
367,10.40.85.10,192.168.241.50,*,?,*,*,*,0.16666666666666666,0.6871842709362769,
368,59.166.0.0,149.171.126.0,*,?,*,*,*,109.61111111111111,18.32769273497497,
369,59.166.0.0,149.171.126.1,*,?,*,*,*,109.94444444444444,12.10359093741386,
370,59.166.0.0,149.171.126.2,*,?,*,*,*,113.44444444444444,13.59011986792947,
371,59.166.0.0,149.171.126.3,*,?,*,*,*,114.05555555555556,15.236915050196794,
372,59.166.0.0,149.171.126.4,*,?,*,*,*,111.33333333333333,17.8947540419594,
373,59.166.0.0,149.171.126.5,*,?,*,*,*,115.0,14.862331206405303,
374,59.166.0.0,149.171.126.6,*,?,*,*,*,108.0,14.019827229875393,
375,59.166.0.0,149.171.126.7,*,?,*,*,*,109.55555555555556,14.659931113307236,
376,59.166.0.0,149.171.126.8,*,?,*,*,*,103.83333333333333,12.702799341527484,
377,59.166.0.0,149.171.126.9,*,?,*,*,*,105.94444444444444,17.004810503116865,
378,59.166.0.1,149.171.126.0,*,?,*,*,*,113.55555555555556,23.178587393977374,
379,59.166.0.1,149.171.126.1,*,?,*,*,*,119.38888888888889,14.560749709364742,
380,59.166.0.1,149.171.126.2,*,?,*,*,*,110.22222222222223,15.461621143821295,
381,59.166.0.1,149.171.126.3,*,?,*,*,*,113.72222222222223,14.958481635497172,
382,59.166.0.1,149.171.126.4,*,?,*,*,*,111.77777777777777,15.907914017716518,
383,59.166.0.1,149.171.126.5,*,?,*,*,*,116.16666666666667,14.904324502938364,
384,59.166.0.1,149.171.126.6,*,?,*,*,*,112.22222222222223,15.186088500684345,
